Designator,Mid X,Mid Y,Rotation,Layer
D1,84.0,-90.83,270.0,top
J1,72.0,-84.73,180.0,top
J2,99.625,-91.46,0.0,top
J3,99.625,-82.015,0.0,top
J4,70.0,-63.73,180.0,top
J5,102.0,-63.73,0.0,top
LED1,86.05,-87.0,0.0,top
R1,73.825,-58.0,270.0,top
R2,83.825,-94.0,0.0,top
R3,87.175,-94.0,180.0,top
R4,86.175,-84.0,180.0,top
SW1,72.18,-93.0,0.0,top
SW2,72.18,-98.0,0.0,top
U1,86.0,-65.3125,0.0,top
U2,80.0,-84.0,270.0,top
USB1,85.68,-97.97,0.0,top
