Designator,Footprint,Quantity,Value,LCSC Part #
C1,0603,1,C,C2844328
"J1, J2",PinHeader_1x03_P2.54mm_Horizontal,2,Conn_01x03,
"J3, J4",PinSocket_1x03_P2.54mm_Horizontal,2,Conn_01x03,
LED1,LED-SMD_4P-L5.0-W5.0-BL_TC5050RGB,1,WS2812B-B,C114586
"TP1, TP2, TP3, TP4, TP5, TP6",TestPoint_Pad_D1.5mm,6,TestPoint,
